Name,RegNr,Beschäftigte,Betrag,GeschäftsjahrStart,GeschäftsjahrEnde,Interessen,Tätigkeit,Ersteintrag,LetzteÄnd
Zentralverband Deutsches Kraftfahrzeuggewerbe e.V.,R001246,15,405000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenwirtschaft; Berufliche Bildung; Hochschulbildung; Sonstiges im Bereich ""Bildung und Erziehung""; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU- Binnenmarkt; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Öffentliches Recht; Zivilrecht; Sonstiges im Bereich ""Recht""; Sonstiges im Bereich ""Staat und Verwaltung""; Immissionsschutz; Klimaschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Personenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Automobilwirtschaft; Handel und Dienstleistungen; Handwerk; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Berufsverband,24.02.2022,25.10.2023
Zentralverband Gartenbau e.V.,R002805,5,495000,2022-01-01,2022-12-01,"Land- und Forstwirtschaft; Sonstiges im Bereich ""Landwirtschaft und Ernährung""",Wirtschaftsverband oder Gewerbeverband/-verein,03.03.2022,19.03.2024
Zentralverband Oberflächentechnik e.V.,R003767,5,305000,2022-01-01,2022-12-01,"Berufliche Bildung; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Automobilwirtschaft; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,23.03.2022,02.03.2023
Zentralverband Sanitär Heizung Klima,R000743,25,125000,2022-01-01,2022-12-01,"Berufliche Bildung; Allgemeine Energiepolitik; Energienetze; Sonstiges im Bereich ""Energie""; Sonstiges im Bereich ""Gesundheit""; Bauwesen und Bauwirtschaft; Zivilrecht; Klimaschutz; Handwerk; Wissenschaft, Forschung und Technologie",Berufsverband,21.02.2022,01.06.2023
Zentralverband der Deutschen Elektro- und Informationstechnischen,R002552,15,1815000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Cybersicherheit; Datenschutz und Informationssicherheit; Digitalisierung; Kommunikations- und Informationstechnik; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Zivilrecht; Rente/Alterssicherung; Unfallversicherung; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Personenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Automobilwirtschaft; Handel und Dienstleistungen; Handwerk; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,02.03.2022,16.02.2024
Zentralverband der Deutschen Geflügelwirtschaft e.V.,R004640,5,265000,2022-01-01,2022-12-01,"Land- und Forstwirtschaft; Lebensmittelsicherheit; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Tierschutz; Handel und Dienstleistungen; Verbraucherschutz",Berufsverband,23.05.2022,10.11.2023
Zentralverband der deutschen Seehafenbetriebe e. V.,R004160,5,235000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Erneuerbare Energien; EU-Binnenmarkt; EU-Gesetzgebung; Lebensmittelsicherheit; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Stadtentwicklung; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Öffentlicher Dienst und öffentliche Verwaltung; Sonstiges im Bereich ""Staat und Verwaltung""; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Schienenverkehr; Schifffahrt; Verkehrsinfrastruktur; Verkehrspolitik; Handel und Dienstleistungen; Industriepolitik; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Arbeitgeberverband,11.04.2022,13.03.2024
Zentralverband der deutschen Werbewirtschaft ZAW e.V.,R000872,5,685000,2022-01-01,2022-12-01,"Arbeitsmarkt; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Diversitätspolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Religion/Weltanschauung; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Arzneimittel; Kultur; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Stadtentwicklung; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Zivilrecht; Sonstiges im Bereich ""Recht""; Breitensport; Profisport; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Verwaltungstransparenz/Open Government; Sonstiges im Bereich ""Staat und Verwaltung""; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,22.02.2022,09.04.2024
Zentralverband des Deutschen Baugewerbes e.V.,R005093,25,2175000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Hochschulbildung; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; EU-Binnenmarkt; EU-Gesetzgebung; Datenschutz und Informationssicherheit; Digitalisierung; Integration; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Zivilrecht; Rente/Alterssicherung; Unfallversicherung; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Handwerk; Kleine und mittlere Unternehmen; Wettbewerbsrecht",Wirtschaftsverband oder Gewerbeverband/-verein,24.08.2022,21.11.2023
Zentralverband des Deutschen Handwerks (ZDH),R002265,35,1945000,2022-01-01,2022-12-01,Handwerk,Wirtschaftsverband oder Gewerbeverband/-verein,28.02.2022,18.07.2023
Zentralverband des Kraftfahrzeughandwerks (ZVK),R001843,15,405000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU- Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Öffentliche Finanzen, Steuern und Abgaben; Ländlicher Raum; Stadtentwicklung; Öffentliches Recht; Rechtspolitik; Zivilrecht; Sonstiges im Bereich ""Recht""; Güterverkehr; Personenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Automobilwirtschaft; Bank- und Finanzwesen; Handel und Dienstleistungen; Handwerk; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht",Berufsverband,27.02.2022,25.10.2023
Zentralwohlfahrtsstelle der Juden in Deutschland (ZWST),R004076,1,25000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Pflege; Opferschutz; Digitalisierung; Asyl und Flüchtlingsschutz; Ausländer- und Aufenthaltsrecht; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente/Alterssicherung; Sonstiges im Bereich ""Soziale Sicherung""; Klimaschutz",Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,06.04.2022,18.03.2024
Zero Waste Kiel e.V.,R006584,1,25000,2023-01-01,2023-12-01,EU-Gesetzgebung; Nachhaltigkeit und Ressourcenschutz,Nichtregierungsorganisation (NGO),27.03.2024,27.03.2024
Zoetis Deutschland GmbH,R004979,5,155000,2021-12-01,2022-11-01,"Arzneimittel; Sonstiges im Bereich ""Gesundheit""; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""",Unternehmen,25.07.2022,28.06.2023
Zuckerrübenanbauerverband Könnern e.V.,R005887,15,15000,2021-07-01,2022-06-01,"Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""",Berufsverband,11.04.2023,–
Zukunft Fahrrad e.V.,R002407,5,185000,2022-01-01,2022-12-01,"Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Nachhaltigkeit und Ressourcenschutz; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Versicherungswesen",Wirtschaftsverband oder Gewerbeverband/-verein,01.03.2022,05.01.2024
Zukunft Gas e.V.,R002686,5,455000,2022-01-01,2022-12-01,"Außenpolitik; Internationale Beziehungen; Außenwirtschaft; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Bauwesen und Bauwirtschaft; Wohnen; Immissionsschutz; Klimaschutz; Güterverkehr; Straßenverkehr; Automobilwirtschaft; Handel und Dienstleistungen; Industriepolitik; Kleine und mittlere Unternehmen",Wirtschaftsverband oder Gewerbeverband/-verein,02.03.2022,22.12.2023
Zukunftsforum Familie e.V.,R000582,5,125000,2022-01-01,2022-12-01,Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Grundsicherung,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",17.02.2022,14.06.2023
Zusatzversorgungskasse des Baugewerbes (ZVK),R001766,1,235000,2022-01-01,2022-12-01,"Sonstiges im Bereich ""Recht""; Rente/Alterssicherung",Sonstige Organisation,25.02.2022,04.07.2023
adidas AG,R001743,5,435000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Außenpolitik; Internationale Beziehungen; Menschenrechte; Außenwirtschaft; Entwicklungspolitik; EU- Gesetzgebung; Digitalisierung; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Sonstiges im Bereich ""Recht""; Breitensport; Profisport; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Handel und Dienstleistungen; Industriepolitik; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Unternehmen,25.02.2022,27.02.2024
adp Merkur GmbH,R001606,1,175000,2022-01-01,2022-12-01,"Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenwirtschaft; EU-Binnenmarkt; EU-Gesetzgebung; Cybersicherheit; Kriminalitätsbekämpfung; Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Recht""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht",Unternehmen,25.02.2022,10.01.2024
arano group GmbH,R005938,1,35000,2023-01-01,2023-12-01,"Sonstiges im Bereich ""Arbeit und Beschäftigung""; Parlamentarisches Verfahren; Pflege; Sonstiges im Bereich ""Gesundheit""",Unternehmen,02.05.2023,26.04.2024
asr Allianz selbständiger Reiseunternehmen Bundesverband e.V.,R000063,1,25000,2023-01-01,2023-12-01,"Internationale Beziehungen; Menschenrechte; EU- Gesetzgebung; Institutionelle Fragen der EU; Diversitätspolitik; Rechte von Menschen mit Behinderung; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Integration; Migration; Öffentliche Finanzen, Steuern und Abgaben; Tourismus; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Luft- und Raumfahrt; Personenverkehr; Schifffahrt; Verkehrsinfrastruktur; Verkehrspolitik; E-Commerce; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Berufsverband,15.01.2022,16.04.2024
bft Bundesverband Freier Tankstellen und Unabhängiger Deutscher,R001004,5,425000,2022-01-01,2022-12-01,Arbeitsrecht/Arbeitsbedingungen; Energienetze; Erneuerbare Energien; Fossile Energien; EU-Binnenmarkt; EU-Gesetzgebung; Klimaschutz; Güterverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Kleine und mittlere Unternehmen; Wettbewerbsrecht,Wirtschaftsverband oder Gewerbeverband/-verein,23.02.2022,27.07.2023
bpa - Bundesverband privater Anbieter sozialer Dienste e.V.,R001696,25,635000,2022-01-01,2022-12-01,Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Schulische Bildung; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Seniorenpolitik; Gesundheitsversorgung; Pflege; Digitalisierung; Ausländer- und Aufenthaltsrecht; Integration; Migration; Krankenversicherung; Pflegeversicherung; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Wettbewerbsrecht,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",25.02.2022,30.06.2023
bvse - Bundesverband Sekundärrohstoffe und Entsorgung e.V.,R001334,5,505000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Außenwirtschaft; Allgemeine Energiepolitik; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Straßenverkehr; Verkehrsinfrastruktur; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Wettbewerbsrecht",Wirtschaftsverband oder Gewerbeverband/-verein,24.02.2022,16.01.2024
cellcentric GmbH & Co. KG,R004555,5,205000,2022-01-01,2022-12-01,"Erneuerbare Energien; EU-Binnenmarkt; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Automobilwirtschaft; Wissenschaft, Forschung und Technologie",Unternehmen,16.05.2022,09.01.2024
con|energy consult gmbh,R004874,5,115000,2022-01-01,2022-12-01,"Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Stadtentwicklung; Klimaschutz; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""","Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",04.07.2022,04.03.2024
diabetesDE - Deutsche Diabetes-Hilfe e. V.,R003277,1,25000,2023-01-01,2023-12-01,"Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""",Nichtregierungsorganisation (NGO),10.03.2022,10.04.2024
dicomm advisors GmbH,R002969,5,105000,2022-01-01,2022-12-01,"Außenpolitik; Außenwirtschaft; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Parlamentarisches Verfahren; Digitalisierung; Politisches Leben, Parteien; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Wissenschaft, Forschung und Technologie","Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",04.03.2022,02.04.2024
eBay GmbH,R002009,5,135000,2022-01-01,2022-12-01,"Arbeitsmarkt; Diversitätspolitik; Geschlechterpolitik; Rechte von Menschen mit Behinderung; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Cybersicherheit; Kriminalitätsbekämpfung; Terrorismusbekämpfung; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Urheberrecht; Politisches Leben, Parteien; Rechtspolitik; Zivilrecht; E- Commerce; Handel und Dienstleistungen; Verbraucherschutz; Wettbewerbsrecht",Unternehmen,28.02.2022,22.03.2023
eFuel Alliance e.V.,R001531,1,265000,2023-01-01,2023-12-01,"Erneuerbare Energien; EU-Gesetzgebung; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Verkehrsinfrastruktur; Verkehrspolitik; Automobilwirtschaft; Industriepolitik; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",25.02.2022,26.02.2024
eHealth-Tec GmbH,R002868,1,25000,2022-01-01,2022-12-01,"Gesundheitsförderung; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Digitalisierung",Unternehmen,04.03.2022,08.08.2023
easyJet Europe Airline GmbH,R002984,5,105000,2020-10-01,2021-09-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Außenpolitik; Internationale Beziehungen; EU-Binnenmarkt; EU-Gesetzgebung; Sonstiges im Bereich ""Innere Sicherheit""; Öffentliche Finanzen, Steuern und Abgaben; Tourismus; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Luft- und Raumfahrt; Personenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Verbraucherschutz; Wissenschaft, Forschung und Technologie",Unternehmen,06.03.2022,–
eco - Verband der Internetwirtschaft e.V.,R002737,5,585000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Polizeiliche und justizielle Zusammenarbeit in der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Sonstiges im Bereich ""Gesundheit""; Cybersicherheit; Sonstiges im Bereich ""Innere Sicherheit""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Sonstiges im Bereich ""Staat und Verwaltung""; Sonstiges im Bereich ""Umwelt""; Sonstiges im Bereich ""Verkehr""; Sonstiges im Bereich ""Verteidigung""; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,03.03.2022,25.09.2023
