Name,RegNr,Ersteintrag,LetzteÄnd,Tätigkeit,Interessen,FinanzAufw,Betrag,Geschäftsjahr,VollzeitEquiv,Regelungen,Stellungnahmen,GrundVerweig,Beschäftigte,Auftraggeber
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,R001597,25.02.2022,11.01.2024,"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule (GL2022)","Wissenschaft, Forschung und Technologie",Angabe verweigert,,,,4,,"Die Verweigerung der Angaben nach § 3 Abs. 1 Nr. 6-7 LobbyRG erfolgt aus Erwägungen, die überwiegend auf dem Verständnis beruhen, dass die hier eingetragene Forschungseinrichtung nicht von Sinn und Zweck des LobbyRG erfasst ist. Die trotzdem vorliegende Eintragungspflicht führt zu einem sachfremden Ergebnis. Helmholtz-Zentrum Berlin für Materialien und Energie GmbH (HZB) als juristische Person des Privatrechts unterscheidet sich, abgesehen von der Rechtsform, nicht von anderen außeruniversitären Forschungseinrichtungen mit überwiegender Beteiligung des Bundes, die als juristische Person des öffentlichen Rechts organisiert und damit von der Eintragungspflicht ausgenommen sind. Sämtliche dieser Forschungseinrichtungen verfolgen langfristige Forschungs- und Bildungsziele des Staates und der Gesellschaft, haben im Rahmen ihrer Forschungsausrichtung inhaltlich vergleichbare Aufgaben und unterliegen den gleichen Vorgaben. Die im Handbuch zum Lobbyregister ausgeführte Anknüpfung des Ausnahmetatbestands § 2 Abs. 2 Nr. 6 LobbyRG allein an die Rechtsform ist daher nicht nachvollziehbar. Die Eintragung im Lobbyregister ist zudem wegen der Gemeinnützigkeit des HZB nicht zweckmäßig. Das HZB als Mitglied des Helmholtz-Gemeinschaft Deutscher Forschungseinrichtungen e.V. verwendet die von öffentlichen Zuwendungsgebern zur Verfügung gestellten Mittel nicht für eigene wirtschaftliche Interessen, sondern gemäß dem in der Satzung festgelegten Gesellschaftszweck für die Interessen der Allgemeinheit. Das HZB verfolgt auch im Rahmen einer Kontaktaufnahme mit Adressaten i. S. d. LobbyRG, insbesondere mit den im Betreuungsreferat des BMBF tätigen Personen und den in das Aufsichtsgremium entsandten Bediensteten des Bundes unabhängig von deren Einordung in die Hierarchie des Ministeriums lediglich die satzungsgemäßen Zwecke und stellt sich der Rechtsaufsicht durch das Bundesministerium für Bildung und Forschung. Der Jahresabschluss wird veröffentlicht. Die sorgfältige Aufarbeitung der Angaben zu § 3 Abs. 1 Nr. 6-7 LobbyRG kann nur mit einem erheblichen Ressourcenaufwand erbracht werden. Die Nutzung der für die Zusammenstellung und Aktualisierung dieser Angaben benötigten Ressourcen würde die vom Zuwendungsgeber zur Finanzierung unserer eigentlichen Aufgabe - der Forschung - überlassenen öffentlichen Mittel binden und damit letztendlich verknappen.",11 bis 20,
Bundesverband der Bilanzbuchhalter und Controller e.V.,R001596,25.02.2022,24.03.2023,Berufsverband,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Berufliche Bildung; EU-Binnenmarkt; EU-Gesetzgebung; Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Recht""; Krankenversicherung; Rente/Alterssicherung; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht",,10.001 bis 20.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Medizinischer Fakultätentag der Bundesrepublik Deutschland e.V.,R001595,25.02.2022,15.03.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Hochschulbildung; Gesundheitsförderung; Gesundheitsversorgung; Wissenschaft, Forschung und Technologie",,130.001 bis 140.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Georg von Holtzbrinck GmbH & Co. KG,R001594,25.02.2022,27.02.2024,Unternehmen,"Berufliche Bildung; Hochschulbildung; Kultur; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Wissenschaft, Forschung und Technologie",,30.001 bis 40.000 Euro,01/23 bis 12/23,,,,,0,
Bundeselternnetzwerk der Migrantenorganisationen für Bildung &,R001593,25.02.2022,30.01.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Politisches Leben, Parteien",,0 Euro,01/22 bis 12/22,,,,,1 bis 10,
bdvb - Bundesverband Deutscher Volks- und Betriebswirte e.V.,R001592,25.02.2022,11.03.2024,Berufsverband,"Arbeitsmarkt; Außenwirtschaft; Hochschulbildung; Schulische Bildung; Öffentliche Finanzen, Steuern und Abgaben; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Industriepolitik; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/22 bis 12/22,0.50,,,,,
Deutsche Krankenhausgesellschaft e.V.,R001591,25.02.2022,10.04.2024,Privatrechtliche Organisation,"Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""",,2.160.001 bis 2.170.000 Euro,01/22 bis 12/22,9.49,0,,,,
Lausitz Energie Kraftwerke AG,R001590,25.02.2022,03.04.2024,Unternehmen,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU- Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Cybersicherheit; Sonstiges im Bereich ""Innere Sicherheit""; Land- und Forstwirtschaft; Öffentliches Recht; Sonstiges im Bereich ""Recht""; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Schienenverkehr; Industriepolitik",,650.001 bis 660.000 Euro,01/22 bis 12/22,,2,1,,11 bis 20,
Netzwerk gerechter Welthandel,R001589,25.02.2022,11.01.2024,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Außenpolitik; Internationale Beziehungen; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Gemeinsame Außen- und Sicherheitspolitik der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Handel und Dienstleistungen; Verbraucherschutz; Sonstiges im Bereich ""Wirtschaft""",,0 Euro,01/23 bis 12/23,,,,,1 bis 10,
Lausitz Energie Bergbau AG,R001588,25.02.2022,03.04.2024,Unternehmen,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU- Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Cybersicherheit; Sonstiges im Bereich ""Innere Sicherheit""; Land- und Forstwirtschaft; Öffentliches Recht; Sonstiges im Bereich ""Recht""; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Schienenverkehr; Industriepolitik",,660.001 bis 670.000 Euro,01/22 bis 12/22,,,,,11 bis 20,
Eine-Welt-Landesnetzwerk Mecklenburg-Vorpommern e.V.,R001587,25.02.2022,19.07.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",Entwicklungspolitik,,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Pro Wildlife e.V.,R001586,25.02.2022,15.03.2024,Nichtregierungsorganisation (NGO),Fischerei/Aquakultur; Artenschutz/Biodiversität; Nachhaltigkeit und Ressourcenschutz; Tierschutz,,50.001 bis 60.000 Euro,01/23 bis 12/23,0.75,,,,,
Helmholtz Zentrum München,R001585,25.02.2022,06.03.2024,"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule (GL2022)","Gesundheitsförderung; Gesundheitsversorgung; Sonstiges im Bereich ""Umwelt""; Wissenschaft, Forschung und Technologie",Angabe verweigert,,,,2,2,"Die Verweigerung der Angaben nach § 3 Abs. 1 Nr. 6-7 LobbyRG erfolgt aus mehreren Erwägungen, die überwiegend auf dem Verständnis beruhen, dass die hier eingetragene Forschungseinrichtung nicht von Sinn und Zweck des LobbyRG erfasst ist. Die trotzdem vorliegende Eintragungspflicht führt zu einem sachfremden Ergebnis. Das Helmholtz Zentrum München als juristische Person des Privatrechts unterscheidet sich, abgesehen von der Rechtsform, nicht von anderen außeruniversitären Forschungseinrichtungen mit überwiegender Beteiligung des Bundes, die als juristische Person des öffentlichen Rechts organisiert und damit von der Eintragungspflicht ausgenommen sind. Sämtliche dieser Forschungseinrichtungen verfolgen langfristige Forschungs- und Bildungsziele des Staates und der Gesellschaft, haben im Rahmen ihrer Forschungsausrichtung inhaltlich vergleichbare Aufgaben und unterliegen den gleichen Vorgaben. Die im Handbuch zum Lobbyregister ausgeführte Anknüpfung des Ausnahmetatbestands § 2 Abs. 2 Nr. 6 LobbyRG allein an die Rechtsform ist nicht nachvollziehbar. Die Eintragung im Lobbyregister ist zudem wegen der Gemeinnützigkeit des Helmholtz Zentrum München nicht zweckmäßig. Das Helmholtz Zentrum München ist als Mitglied des Helmholtz-Gemeinschaft Deutscher Forschungseinrichtungen e.V. grundfinanziert und verwendet die von öffentlichen Zuwendungsgebern zur Verfügung gestellten Mittel nicht für eigene wirtschaftliche Interessen, sondern gemäß dem in der Satzung festgelegten Gesellschaftszweck für die Interessen der Allgemeinheit. Das Helmholtz Zentrum München verfolgt auch im Rahmen einer Kontaktaufnahme mit Adressaten i.S.d. LobbyRG, insbesondere mit den im Betreuungsreferat tätigen Personen und den in das Aufsichtsgremium entsandten Bediensteten des Bundes unabhängig von deren Einordnung in der Hierarchie lediglich die satzungsmäßigen Zwecke und stellt sich der Rechtsaufsicht durch das Ministerium. Die sorgfältige Aufarbeitung der Angaben zu § 3 Abs. 1 Nr. 6-7 LobbyRG kann nur mit einem erheblichen Ressourcenaufwand erbracht werden. Die Nutzung der für die Zusammenstellung und Aktualisierung dieser Angaben benötigten Ressourcen würde die vom Zuwendungsgeber zur Finanzierung unserer eigentlichen Aufgabe, der Forschung, überlassenen öffentlichen Mittel binden und damit letztendlich verknappen.",21 bis 30,
"Transgender Europe, e.V. (TGEU)",R001584,25.02.2022,25.07.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Sonstiges im Bereich ""Bundestag""; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Diversitätspolitik; Geschlechterpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Sonstiges im Bereich ""Gesundheit""; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
GKB Klinikbetriebe GmbH,R001583,25.02.2022,15.03.2023,Unternehmen,Gesundheitsversorgung,,20.001 bis 30.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
noventic GmbH,R001582,25.02.2022,27.02.2023,Unternehmen,"Allgemeine Energiepolitik; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Datenschutz und Informationssicherheit; Digitalisierung; Kommunikations- und Informationstechnik; Bauwesen und Bauwirtschaft; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Zivilrecht; Klimaschutz; Nachhaltigkeit und Ressourcenschutz",,90.001 bis 100.000 Euro,09/21 bis 08/22,,,,,1 bis 10,
Bundesverband Deutscher Vermögensberater (BDV),R001581,25.02.2022,30.06.2023,Berufsverband,"Öffentliche Finanzen, Steuern und Abgaben; Krankenversicherung; Pflegeversicherung; Rente/Alterssicherung; Sonstiges im Bereich ""Soziale Sicherung""; Bank- und Finanzwesen; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Sonstiges im Bereich ""Wirtschaft""; Alle Themen im Umfeld der Selbstständigkeit.",,200.001 bis 210.000 Euro,01/22 bis 12/22,,,,,1 bis 10,4
ASW West - Allianz für Sicherheit in der Wirtschaft West e.V. (ASW,R001580,25.02.2022,25.08.2023,Wirtschaftsverband oder Gewerbeverband/-verein,"Außenpolitik; Internationale Beziehungen; Berufliche Bildung; Bevölkerungsschutz und Katastrophenhilfe; Cybersicherheit; Extremismusbekämpfung; Kriminalitätsbekämpfung; Terrorismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Datenschutz und Informationssicherheit; Digitalisierung; Wissenschaft, Forschung und Technologie",,10.001 bis 20.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
WWF Deutschland,R001579,25.02.2022,19.04.2024,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Menschenrechte; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; Entwicklungspolitik; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Fischerei/Aquakultur; Land- und Forstwirtschaft; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Tourismus; Artenschutz /Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Bank- und Finanzwesen; Industriepolitik; Verbraucherschutz; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",,1.610.001 bis 1.620.000 Euro,07/22 bis 06/23,,,,,91 bis 100,
Arbeitsgruppe-Telematik,R001578,25.02.2022,26.04.2024,"Plattform, Netzwerk, Interessengemeinschaft, Denkfabrik, Initiative, Aktionsbündnis o. ä.","Datenschutz und Informationssicherheit; Digitalisierung; Kommunikations- und Informationstechnik; Straßenverkehr; Sonstiges im Bereich ""Verkehr""; Automobilwirtschaft; Kleine und mittlere Unternehmen; Verbraucherschutz",,0 Euro,01/23 bis 12/23,0.00,,,,,
Bundesverband der Luftsicherheitsunternehmen e.V.,R001577,25.02.2022,14.11.2023,Sonstige Organisation,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Parlamentarisches Verfahren; EU-Gesetzgebung; Polizeiliche und justizielle Zusammenarbeit in der EU; Cybersicherheit; Terrorismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Datenschutz und Informationssicherheit; Digitalisierung; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Luft- und Raumfahrt; Verkehrsinfrastruktur; Verkehrspolitik; Handel und Dienstleistungen; Wettbewerbsrecht",,30.001 bis 40.000 Euro,01/22 bis 12/22,,1,1,,1 bis 10,
NXP Semiconductors Germany GmbH,R001576,25.02.2022,28.06.2023,Unternehmen,"Außenpolitik; Außenwirtschaft; EU-Binnenmarkt; EU- Gesetzgebung; Cybersicherheit; Datenschutz und Informationssicherheit; Digitalisierung; Kommunikations- und Informationstechnik; Luft- und Raumfahrt; Personenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Automobilwirtschaft; Industriepolitik; Wissenschaft, Forschung und Technologie",,370.001 bis 380.000 Euro,01/22 bis 12/22,,,,,11 bis 20,
iconomy GmbH,R001575,25.02.2022,15.02.2024,Unternehmen,"EU-Binnenmarkt; EU-Gesetzgebung; Automobilwirtschaft; E-Commerce; Handel und Dienstleistungen; Verbraucherschutz; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",,30.001 bis 40.000 Euro,01/23 bis 12/23,,,,,1 bis 10,
Audiotainment Südwest,R001574,25.02.2022,28.02.2023,Unternehmen,"Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""","Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",,,,,,,1 bis 10,7
Deutscher Rat für Landespflege,R001573,25.02.2022,14.09.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Kultur; Land- und Forstwirtschaft; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Tourismus; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Wissenschaft, Forschung und Technologie",,30.001 bis 40.000 Euro,01/21 bis 12/21,,,,,21 bis 30,
EPEX SPOT SE,R001572,25.02.2022,21.02.2023,Unternehmen,"Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""",,70.001 bis 80.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Landvolk Hannover,R001571,25.02.2022,30.01.2024,Berufsverband,Land- und Forstwirtschaft,Angabe verweigert,,,,,,"Die Interessenvertretung auf Bundesebene erfolgt grundsätzlich durch den Deutschen Bauernverband e.V. (DBV), und nur in Ausnahmefällen durch den Landesverband. Die Aufwendungen des DBV werden überwiegend über die Mitgliedsbeiträge der Landesbauernverbände finanziert und im Lobbyregister offengelegt. Außerdem sind unsere Mitarbeiter sowohl in der Interessenvertretung, überwiegend auf Landes und Kreisebene, als auch im Dienstleistungsbereich tätig. Deshalb lassen sich aus den vorhandenen Zahlen die gewünschten Angaben leider nicht mit einem vertretbaren Aufwand in der gebotenen Genauigkeit ableiten.",1 bis 10,
ADRA Deutschland e.V.,R001570,25.02.2022,20.09.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Berufliche Bildung; Schulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Erneuerbare Energien; Entwicklungspolitik; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Geschlechterpolitik; Kinder- und Jugendpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Gesundheitsförderung; Gesundheitsversorgung; Land- und Forstwirtschaft; Lebensmittelsicherheit; Artenschutz /Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""",,150.001 bis 160.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Bayerischer Bankenverband e.V.,R001569,25.02.2022,13.06.2023,Wirtschaftsverband oder Gewerbeverband/-verein,Bank- und Finanzwesen,,20.001 bis 30.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Naturfreundejugend Deutschlands,R001568,25.02.2022,08.12.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Auswärtige Kultur- und Bildungspolitik; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Sonstiges im Bereich ""Bildung und Erziehung""; Wahlrecht; Erneuerbare Energien; Entwicklungspolitik; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Diversitätspolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Breitensport; Tourismus; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Jugendhilfe",,20.001 bis 30.000 Euro,01/22 bis 12/22,,,,,21 bis 30,
Bauernverband Sachsen-Anhalt e.V.,R001567,25.02.2022,24.04.2024,Berufsverband,"Arbeitsrecht/Arbeitsbedingungen; Außenwirtschaft; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Parlamentarisches Verfahren; Gewährleistung gleichwertiger Lebensverhältnisse; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Entwicklungspolitik; EU-Binnenmarkt; EU- Gesetzgebung; Familienpolitik; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Sonstiges im Bereich ""Gesundheit""; Fischerei/Aquakultur; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Integration; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Bauwesen und Bauwirtschaft; Ländlicher Raum; Öffentliches Recht; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente /Alterssicherung; Unfallversicherung; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Straßenverkehr; Verkehrsinfrastruktur; Kleine und mittlere Unternehmen; Verbraucherschutz; Wissenschaft, Forschung und Technologie",Angabe verweigert,,,,,,,11 bis 20,
"Verband der Chemischen Industrie e.V., Landesverband Nordost",R001566,25.02.2022,25.01.2024,Wirtschaftsverband oder Gewerbeverband/-verein,"Außenpolitik; Auswärtige Kultur- und Bildungspolitik; Berufliche Bildung; Schulische Bildung; Vorschulische Bildung; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; EU- Gesetzgebung; Arzneimittel; Land- und Forstwirtschaft; Öffentliches Recht; Zivilrecht; Artenschutz /Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Schienenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Industriepolitik; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",,70.001 bis 80.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
